name = TXT_CAVE
width = 25
height = 25
depth = 4
outside = false
0 = TXT_WALL_STONE
1 = TXT_FLOOR_STONE
2 = TXT_FLOOR_WOOD
3 = TXT_TORCH_GROUND
4 = TXT_TORCH_WALL
5 = TXT_WATER
!end
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 4 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 4 1 1 1 1 1 1 1 1 1 1 1 0
0 0 0 0 0 0 0 0 4 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 0
0 0 0 0 0 0 4 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 0
0 0 0 0 0 0 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 0
0 0 0 0 0 1 1 1 1 1 1 1 1 3 1 1 3 1 1 1 1 1 1 1 0
0 0 0 0 0 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
0 0 0 0 4 1 1 1 1 1 1 1 1 1 3 1 1 1 1 4 0 0 0 0 0
0 0 0 0 1 1 0 0 1 1 1 1 1 1 1 1 1 4 0 0 0 0 0 0 5
0 0 0 1 1 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 5
0 0 1 3 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 5 5 5 5 5 0
0 0 1 1 0 0 0 0 0 0 0 0 1 4 1 1 0 5 5 5 5 5 5 0 0
0 0 1 1 0 0 0 0 1 1 3 1 1 5 5 2 2 5 5 0 0 0 0 0 0
0 0 3 1 0 4 1 1 1 5 5 5 5 5 5 2 2 0 0 0 0 0 0 0 0
0 0 1 1 0 1 1 5 5 5 5 5 5 5 0 1 1 0 0 0 0 0 0 0 0
5 0 1 1 0 1 5 5 5 5 5 5 5 5 0 1 1 0 0 0 0 0 0 0 0
5 5 5 5 1 5 5 0 0 5 1 1 1 5 0 1 1 4 0 0 0 0 0 0 0
0 5 5 5 5 5 0 0 0 5 1 1 1 5 0 0 1 1 0 0 0 0 0 0 0
0 0 1 1 5 1 1 1 0 5 1 1 1 5 0 0 1 1 0 0 0 0 0 0 0
0 0 1 3 1 1 1 1 0 0 5 5 5 5 0 0 1 1 0 0 0 0 0 0 0
0 0 1 1 1 0 4 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0
0 0 1 1 0 0 0 0 1 1 0 0 4 0 1 1 1 0 0 0 0 0 0 0 0
0 0 0 1 0 0 0 1 1 1 1 1 1 1 1 1 4 0 0 0 0 0 0 0 0
0 0 0 0 1 1 1 1 1 1 4 1 1 1 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
